node1,node2,combined_score,citation,citation_source
GNB1,GRB2,0.907,PMC9854651,pmcid
GNB1,PRKAR1A,0.939,PMC9854651,pmcid
GNB1,HLA-DRA,0.9,PMC9854651,pmcid
GNB1,SOS1,0.906,PMC9854651,pmcid
GNB1,HRAS,0.929,PMC9854651,pmcid
GNB1,PIK3R1,0.925,PMC9854651,pmcid
GNB1,PLCB3,0.92,PMC9854651,pmcid
GP1BA,PIK3R1,0.864,PMC9854651,pmcid
GP1BA,H2AFX,0.901,PMC9854651,pmcid
GP1BA,KMT2A,0.901,PMC9854651,pmcid
GP1BA,YWHAZ,0.999,PMC9854651,pmcid
GPHN,MTOR,0.956,PMC9854651,pmcid
GPNMB,TYRP1,0.728,PMC9854651,pmcid
GPR143,TYR,0.776,PMC9854651,pmcid
GPR143,MITF,0.811,PMC9854651,pmcid
GPR143,SLC45A2,0.772,PMC9854651,pmcid
GPR143,OCA2,0.732,PMC9854651,pmcid
GPR143,TYRP1,0.701,PMC9854651,pmcid
GPR29,IL23R,0.765,PMC9854651,pmcid
GPR29,JAK2,0.723,PMC9854651,pmcid
GPR29,IL17A,0.862,PMC9854651,pmcid
GRB2,TNFRSF1A,0.851,PMC9854651,pmcid
GRB2,MAPK1,0.986,PMC9854651,pmcid
GRB2,IL2RB,0.934,PMC9854651,pmcid
GRB2,IL2,0.945,PMC9854651,pmcid
GRB2,KITLG,0.943,PMC9854651,pmcid
GRB2,RAF1,0.846,PMC9854651,pmcid
GRB2,KRAS,0.99,PMC9854651,pmcid
GRB2,KDR,0.995,PMC9854651,pmcid
GRB2,PIK3CA,0.984,PMC9854651,pmcid
GRB2,IGF1R,0.972,PMC9854651,pmcid
GRB2,NTRK2,0.957,PMC9854651,pmcid
GRB2,KIT,0.999,PMC9854651,pmcid
GRB2,MAP2K1,0.977,PMC9854651,pmcid
GRB2,INSR,0.97,PMC9854651,pmcid
GRB2,IRS1,0.999,PMC9854651,pmcid
GRB2,PSEN1,0.839,PMC9854651,pmcid
GRB2,PDCD1,0.833,PMC9854651,pmcid
GRB2,HSP90AA1,0.819,PMC9854651,pmcid
GRB2,LCK,0.945,PMC9854651,pmcid
GRB2,PTPN11,0.996,PMC9854651,pmcid
GRB2,SH2B3,0.956,PMC9854651,pmcid
GRB2,MTOR,0.952,PMC9854651,pmcid
GRB2,NRAS,0.976,PMC9854651,pmcid
GRB2,RAP1A,0.732,PMC9854651,pmcid
GRB2,PTPN1,0.999,PMC9854651,pmcid
GRB2,PTEN,0.958,PMC9854651,pmcid
GRB2,IL2RG,0.919,PMC9854651,pmcid
GRB2,IL2RA,0.968,PMC9854651,pmcid
GRB2,JAK2,0.999,PMC9854651,pmcid
GRB2,SIRPA,0.949,PMC9854651,pmcid
GRB2,VEGFA,0.95,PMC9854651,pmcid
GRB2,HRAS,0.994,PMC9854651,pmcid
GRB2,PIK3R1,0.999,PMC9854651,pmcid
GRB2,SOS1,0.999,PMC9854651,pmcid
GRIA2,SLC1A2,0.744,PMC9854651,pmcid
GRIA2,PRKACA,0.807,PMC9854651,pmcid
GRIA2,GRIP1,0.999,PMC9854651,pmcid
GRIP1,GTF2E1,0.9,PMC9854651,pmcid
GTF2B,ORC6,0.715,PMC9854651,pmcid
GTF2B,ORC3,0.751,PMC9854651,pmcid
GTF2B,GTF2H4,0.996,PMC9854651,pmcid
GTF2B,MNAT1,0.985,PMC9854651,pmcid
GTF2B,GTF2H1,0.967,PMC9854651,pmcid
GTF2B,GTF2E1,0.998,PMC9854651,pmcid
GTF2B,ORC5,0.702,PMC9854651,pmcid
GTF2B,GTF2H2,0.991,PMC9854651,pmcid
GTF2B,GTF2E2,0.998,PMC9854651,pmcid
GTF2B,NF1,0.914,PMC9854651,pmcid
GTF2B,IRF4,0.904,PMC9854651,pmcid
GTF2B,IRF3,0.914,PMC9854651,pmcid
GTF2B,SMARCA4,0.965,PMC9854651,pmcid
GTF2B,JUN,0.966,PMC9854651,pmcid
GTF2B,RELA,0.981,PMC9854651,pmcid
GTF2B,GTF2H3,0.992,PMC9854651,pmcid
GTF2B,GTF2H5,0.995,PMC9854651,pmcid
GTF2E1,GTF2H4,0.999,PMC9854651,pmcid
GTF2E1,MNAT1,0.992,PMC9854651,pmcid
GTF2E1,GTF2H1,0.999,PMC9854651,pmcid
GTF2E1,JUN,0.9,PMC9854651,pmcid
GTF2E1,IRF4,0.9,PMC9854651,pmcid
GTF2E1,NF1,0.902,PMC9854651,pmcid
GTF2E1,IRF3,0.903,PMC9854651,pmcid
GTF2E1,RELA,0.91,PMC9854651,pmcid
GTF2E1,SMARCA4,0.922,PMC9854651,pmcid
GTF2E1,GTF2H3,0.996,PMC9854651,pmcid
GTF2E1,GTF2H2,0.997,PMC9854651,pmcid
GTF2E1,GTF2H5,0.999,PMC9854651,pmcid
GTF2E1,GTF2E2,0.999,PMC9854651,pmcid
GTF2E2,GTF2H4,0.999,PMC9854651,pmcid
GTF2E2,MNAT1,0.997,PMC9854651,pmcid
GTF2E2,GTF2H1,0.996,PMC9854651,pmcid
GTF2E2,GTF2H2,0.997,PMC9854651,pmcid
GTF2E2,GTF2H3,0.997,PMC9854651,pmcid
GTF2E2,GTF2H5,0.998,PMC9854651,pmcid
GTF2H1,GTF2H4,0.999,PMC9854651,pmcid
GTF2H1,MNAT1,0.999,PMC9854651,pmcid
GTF2H1,RPA2,0.761,PMC9854651,pmcid
GTF2H1,POLE,0.761,PMC9854651,pmcid
GTF2H1,UVSSA,0.834,PMC9854651,pmcid
GTF2H1,RAD23B,0.928,PMC9854651,pmcid
GTF2H1,XPA,0.956,PMC9854651,pmcid
GTF2H1,XPC,0.996,PMC9854651,pmcid
GTF2H1,TP53,0.997,PMC9854651,pmcid
GTF2H1,GTF2H3,0.999,PMC9854651,pmcid
GTF2H1,GTF2H5,0.999,PMC9854651,pmcid
GTF2H1,GTF2H2,0.999,PMC9854651,pmcid
GTF2H2,GTF2H4,0.999,PMC9854651,pmcid
GTF2H2,MNAT1,0.999,PMC9854651,pmcid
GTF2H2,XPC,0.823,PMC9854651,pmcid
GTF2H2,RAD23B,0.816,PMC9854651,pmcid
GTF2H2,XPA,0.977,PMC9854651,pmcid
GTF2H2,GTF2H5,0.999,PMC9854651,pmcid
GTF2H2,GTF2H3,0.999,PMC9854651,pmcid
GTF2H3,GTF2H4,0.999,PMC9854651,pmcid
GTF2H3,MNAT1,0.999,PMC9854651,pmcid
GTF2H3,XPC,0.779,PMC9854651,pmcid
GTF2H3,POLE,0.71,PMC9854651,pmcid
GTF2H3,RAD23B,0.861,PMC9854651,pmcid
GTF2H3,RPA2,0.861,PMC9854651,pmcid
GTF2H3,XPA,0.978,PMC9854651,pmcid
GTF2H3,GTF2H5,0.999,PMC9854651,pmcid
GTF2H4,POLE2,0.713,PMC9854651,pmcid
GTF2H4,POLE,0.714,PMC9854651,pmcid
GTF2H4,TCEB1,0.715,PMC9854651,pmcid
GTF2H4,XPC,0.754,PMC9854651,pmcid
GTF2H4,RAD23B,0.846,PMC9854651,pmcid
GTF2H4,XPA,0.983,PMC9854651,pmcid
GTF2H4,MNAT1,0.999,PMC9854651,pmcid
GTF2H4,GTF2H5,0.999,PMC9854651,pmcid
GTF2H5,MNAT1,0.997,PMC9854651,pmcid
GTF2H5,XPC,0.755,PMC9854651,pmcid
GTF2H5,RAD23B,0.866,PMC9854651,pmcid
GTF2H5,XPA,0.987,PMC9854651,pmcid
GTF2H5,UVSSA,0.778,PMC9854651,pmcid
GZMB,IL2RB,0.793,PMC9854651,pmcid
GZMB,PDCD1,0.701,PMC9854651,pmcid
GZMB,IL15,0.735,PMC9854651,pmcid
GZMB,PTPRC,0.757,PMC9854651,pmcid
GZMB,IL2,0.809,PMC9854651,pmcid
GZMB,MCL1,0.878,PMC9854651,pmcid
GZMB,SERPINB9,0.971,PMC9854651,pmcid
GZMB,PRF1,0.999,PMC9854651,pmcid
H2AFX,MLH1,0.837,PMC9854651,pmcid
H2AFX,MSH6,0.716,PMC9854651,pmcid
H2AFX,TERF2,0.908,PMC9854651,pmcid
H2AFX,PALB2,0.743,PMC9854651,pmcid
H2AFX,NBN,0.997,PMC9854651,pmcid
H2AFX,TINF2,0.71,PMC9854651,pmcid
H2AFX,TP53,0.871,PMC9854651,pmcid
H2AFX,TERF1,0.755,PMC9854651,pmcid
H2AFX,XPC,0.716,PMC9854651,pmcid
H2AFX,WRN,0.811,PMC9854651,pmcid
H2AFX,RUVBL1,0.893,PMC9854651,pmcid
H2AFX,WRAP53,0.719,PMC9854651,pmcid
H2AFX,MRE11A,0.993,PMC9854651,pmcid
H2AFX,MEN1,0.906,PMC9854651,pmcid
H2AFX,KAT5,0.953,PMC9854651,pmcid
H2AFX,XRCC6,0.995,PMC9854651,pmcid
H2AFX,JUN,0.771,PMC9854651,pmcid
H2AFX,RPA2,0.858,PMC9854651,pmcid
H2AFX,MDC1,0.999,PMC9854651,pmcid
H2AFX,RAD50,0.987,PMC9854651,pmcid
H2AFX,TP53BP1,0.999,PMC9854651,pmcid
H2AFX,RAD51,0.99,PMC9854651,pmcid
H2AFX,SMARCA4,0.843,PMC9854651,pmcid
H2AFX,MYC,0.827,PMC9854651,pmcid
H2AFX,TOP3A,0.924,PMC9854651,pmcid
HERC2,OCA2,0.712,PMC9854651,pmcid
HERC2,NPHP4,0.733,PMC9854651,pmcid
HERC2,TP53,0.763,PMC9854651,pmcid
HERC2,MDC1,0.775,PMC9854651,pmcid
HERC2,PIAS4,0.895,PMC9854651,pmcid
HGD,PAH,0.937,PMC9854651,pmcid
HLA-B,HLA-DQA1,0.81,PMC9854651,pmcid
HLA-B,HLA-DRB1,0.941,PMC9854651,pmcid
HLA-B,HLA-DQB1,0.82,PMC9854651,pmcid
HLA-B,IRF4,0.91,PMC9854651,pmcid
HLA-B,KIR3DL1,0.999,PMC9854651,pmcid
HLA-B,HLA-DRA,0.938,PMC9854651,pmcid
HLA-B,HLA-DMB,0.925,PMC9854651,pmcid
HLA-B,IRF3,0.905,PMC9854651,pmcid
HLA-DMB,HLA-DQA1,0.875,PMC9854651,pmcid
HLA-DMB,HLA-DRB1,0.989,PMC9854651,pmcid
HLA-DMB,HLA-DQB1,0.854,PMC9854651,pmcid
HLA-DMB,HLA-DRA,0.999,PMC9854651,pmcid
HLA-DQA1,PDCD1,0.918,PMC9854651,pmcid
HLA-DQA1,HLA-DRA,0.875,PMC9854651,pmcid
HLA-DQA1,PTPN11,0.902,PMC9854651,pmcid
HLA-DQA1,HLA-DRB1,0.902,PMC9854651,pmcid
HLA-DQA1,PTPRC,0.939,PMC9854651,pmcid
HLA-DQA1,PTPN22,0.952,PMC9854651,pmcid
HLA-DQA1,HLA-DQB1,0.999,PMC9854651,pmcid
HLA-DQB1,PDCD1,0.932,PMC9854651,pmcid
HLA-DQB1,PTPN11,0.902,PMC9854651,pmcid
HLA-DQB1,PTPN22,0.957,PMC9854651,pmcid
HLA-DQB1,HLA-DRB1,0.854,PMC9854651,pmcid
HLA-DQB1,HLA-DRA,0.915,PMC9854651,pmcid
HLA-DQB1,PTPRC,0.96,PMC9854651,pmcid
HLA-DRA,PIK3CA,0.901,PMC9854651,pmcid
HLA-DRA,RFX5,0.739,PMC9854651,pmcid
HLA-DRA,PDCD1,0.927,PMC9854651,pmcid
HLA-DRA,LCK,0.915,PMC9854651,pmcid
HLA-DRA,PTPN11,0.9,PMC9854651,pmcid
HLA-DRA,PTPN22,0.928,PMC9854651,pmcid
HLA-DRA,HLA-DRB1,0.999,PMC9854651,pmcid
HLA-DRA,PTPRC,0.947,PMC9854651,pmcid
HLA-DRB1,PIK3CA,0.905,PMC9854651,pmcid
HLA-DRB1,PDCD1,0.933,PMC9854651,pmcid
HLA-DRB1,LCK,0.917,PMC9854651,pmcid
HLA-DRB1,PTPN11,0.909,PMC9854651,pmcid
HLA-DRB1,PTPN22,0.989,PMC9854651,pmcid
HLA-DRB1,PTPRC,0.95,PMC9854651,pmcid
HPS1,HPS5,0.784,PMC9854651,pmcid
HPS1,HPS3,0.928,PMC9854651,pmcid
HPS1,HPS6,0.897,PMC9854651,pmcid
HPS1,SNAPIN,0.72,PMC9854651,pmcid
HPS1,HPS4,0.992,PMC9854651,pmcid
HPS3,HPS5,0.996,PMC9854651,pmcid
HPS3,SNAPIN,0.851,PMC9854651,pmcid
HPS3,HPS4,0.983,PMC9854651,pmcid
HPS3,HPS6,0.992,PMC9854651,pmcid
HPS4,HPS5,0.97,PMC9854651,pmcid
HPS4,HPS6,0.969,PMC9854651,pmcid
HPS4,SNAPIN,0.836,PMC9854651,pmcid
HPS5,SNAPIN,0.847,PMC9854651,pmcid
HPS5,HPS6,0.993,PMC9854651,pmcid
HPS6,SNAPIN,0.848,PMC9854651,pmcid
HRAS,MAPK1,0.985,PMC9854651,pmcid
HRAS,IL2RB,0.913,PMC9854651,pmcid
HRAS,TSC2,0.73,PMC9854651,pmcid
HRAS,NFKB1,0.77,PMC9854651,pmcid
HRAS,IL2,0.95,PMC9854651,pmcid
HRAS,KITLG,0.94,PMC9854651,pmcid
HRAS,MLH1,0.763,PMC9854651,pmcid
HRAS,MSH2,0.722,PMC9854651,pmcid
HRAS,MSH6,0.723,PMC9854651,pmcid
HRAS,RAF1,0.999,PMC9854651,pmcid
HRAS,KRAS,0.989,PMC9854651,pmcid
HRAS,MDM2,0.743,PMC9854651,pmcid
HRAS,PEBP1,0.745,PMC9854651,pmcid
HRAS,KDR,0.71,PMC9854651,pmcid
HRAS,PIK3CA,0.999,PMC9854651,pmcid
HRAS,IGF1R,0.972,PMC9854651,pmcid
HRAS,TP53,0.938,PMC9854651,pmcid
HRAS,RASA1,0.999,PMC9854651,pmcid
HRAS,NTRK2,0.947,PMC9854651,pmcid
HRAS,KIT,0.981,PMC9854651,pmcid
HRAS,SPRED1,0.96,PMC9854651,pmcid
HRAS,MAP2K1,0.991,PMC9854651,pmcid
HRAS,INSR,0.953,PMC9854651,pmcid
HRAS,IRS1,0.958,PMC9854651,pmcid
HRAS,STK11,0.811,PMC9854651,pmcid
HRAS,HSP90AA1,0.976,PMC9854651,pmcid
HRAS,LCK,0.954,PMC9854651,pmcid
HRAS,PTPN11,0.991,PMC9854651,pmcid
HRAS,NF1,0.999,PMC9854651,pmcid
HRAS,MTOR,0.827,PMC9854651,pmcid
HRAS,SHOC2,0.997,PMC9854651,pmcid
HRAS,NRAS,0.987,PMC9854651,pmcid
HRAS,JUN,0.817,PMC9854651,pmcid
HRAS,PTEN,0.928,PMC9854651,pmcid
HRAS,RALGDS,0.999,PMC9854651,pmcid
HRAS,IL2RG,0.918,PMC9854651,pmcid
HRAS,IL2RA,0.919,PMC9854651,pmcid
HRAS,JAK2,0.972,PMC9854651,pmcid
HRAS,YWHAZ,0.946,PMC9854651,pmcid
HRAS,KSR1,0.889,PMC9854651,pmcid
HRAS,RELA,0.79,PMC9854651,pmcid
HRAS,SOS1,0.999,PMC9854651,pmcid
HRAS,VEGFA,0.72,PMC9854651,pmcid
HRAS,MYC,0.866,PMC9854651,pmcid
HRAS,PHB,0.938,PMC9854651,pmcid
HRAS,PIK3R1,0.994,PMC9854651,pmcid
HSP90AA1,KEAP1,0.815,PMC9854651,pmcid
HSP90AA1,MAPK1,0.98,PMC9854651,pmcid
HSP90AA1,IL2,0.948,PMC9854651,pmcid
HSP90AA1,SKP1,0.989,PMC9854651,pmcid
HSP90AA1,RAF1,0.999,PMC9854651,pmcid
HSP90AA1,KRAS,0.965,PMC9854651,pmcid
HSP90AA1,MDM2,0.983,PMC9854651,pmcid
HSP90AA1,RIPK1,0.994,PMC9854651,pmcid
HSP90AA1,TCEB2,0.938,PMC9854651,pmcid
HSP90AA1,KDR,0.992,PMC9854651,pmcid
HSP90AA1,PIK3CA,0.88,PMC9854651,pmcid
HSP90AA1,IGF1R,0.89,PMC9854651,pmcid
HSP90AA1,TP53,0.999,PMC9854651,pmcid
HSP90AA1,KIT,0.892,PMC9854651,pmcid
HSP90AA1,TERT,0.999,PMC9854651,pmcid
HSP90AA1,PRKACA,0.969,PMC9854651,pmcid
HSP90AA1,SHQ1,0.731,PMC9854651,pmcid
HSP90AA1,RUVBL1,0.992,PMC9854651,pmcid
HSP90AA1,PINX1,0.94,PMC9854651,pmcid
HSP90AA1,STK11,0.999,PMC9854651,pmcid
HSP90AA1,TBK1,0.831,PMC9854651,pmcid
HSP90AA1,JUN,0.755,PMC9854651,pmcid
HSP90AA1,PTEN,0.767,PMC9854651,pmcid
HSP90AA1,IRAK1,0.798,PMC9854651,pmcid
HSP90AA1,PCNT,0.818,PMC9854651,pmcid
HSP90AA1,IRF3,0.853,PMC9854651,pmcid
HSP90AA1,LCK,0.914,PMC9854651,pmcid
HSP90AA1,IRF4,0.915,PMC9854651,pmcid
HSP90AA1,JAK2,0.942,PMC9854651,pmcid
HSP90AA1,TCEB1,0.947,PMC9854651,pmcid
HSP90AA1,NRAS,0.95,PMC9854651,pmcid
HSP90AA1,MCL1,0.956,PMC9854651,pmcid
HSP90AA1,KSR1,0.968,PMC9854651,pmcid
HSP90AA1,TLR4,0.972,PMC9854651,pmcid
HSP90AA1,MTOR,0.976,PMC9854651,pmcid
HSP90AA1,MYC,0.984,PMC9854651,pmcid
HSP90AA1,VEGFA,0.989,PMC9854651,pmcid
HSP90AA1,IKBKG,0.995,PMC9854651,pmcid
HSP90AA1,IKBKB,0.995,PMC9854651,pmcid
HSPG2,KDR,0.948,PMC9854651,pmcid
HSPG2,NID1,0.999,PMC9854651,pmcid
HSPG2,VEGFA,0.957,PMC9854651,pmcid
IDS,IDUA,0.976,PMC9854651,pmcid
IGF1R,MAPK1,0.935,PMC9854651,pmcid
IGF1R,KITLG,0.79,PMC9854651,pmcid
IGF1R,RAF1,0.923,PMC9854651,pmcid
IGF1R,KRAS,0.944,PMC9854651,pmcid
IGF1R,MDM2,0.988,PMC9854651,pmcid
IGF1R,PIK3CA,0.989,PMC9854651,pmcid
IGF1R,TP53,0.764,PMC9854651,pmcid
IGF1R,MTOR,0.826,PMC9854651,pmcid
IGF1R,VEGFA,0.866,PMC9854651,pmcid
IGF1R,PRKACA,0.91,PMC9854651,pmcid
IGF1R,NRAS,0.916,PMC9854651,pmcid
IGF1R,SOS1,0.93,PMC9854651,pmcid
IGF1R,JAK2,0.933,PMC9854651,pmcid
IGF1R,NEDD4,0.935,PMC9854651,pmcid
IGF1R,PTEN,0.943,PMC9854651,pmcid
IGF1R,INSR,0.971,PMC9854651,pmcid
IGF1R,PIK3R1,0.991,PMC9854651,pmcid
IGF1R,PTPN1,0.998,PMC9854651,pmcid
IGF1R,IRS1,0.999,PMC9854651,pmcid
IGF1R,PTPN11,0.999,PMC9854651,pmcid
IKBKB,TNFRSF1A,0.997,PMC9854651,pmcid
IKBKB,KEAP1,0.998,PMC9854651,pmcid
IKBKB,NFKBIA,0.999,PMC9854651,pmcid
IKBKB,TSC2,0.946,PMC9854651,pmcid
IKBKB,NFKB1,0.999,PMC9854651,pmcid
IKBKB,SKP1,0.764,PMC9854651,pmcid
IKBKB,TICAM1,0.776,PMC9854651,pmcid
IKBKB,RIPK1,0.963,PMC9854651,pmcid
IKBKB,PEBP1,0.937,PMC9854651,pmcid
IKBKB,TP63,0.932,PMC9854651,pmcid
IKBKB,TP53,0.868,PMC9854651,pmcid
IKBKB,REL,0.982,PMC9854651,pmcid
IKBKB,TLR3,0.84,PMC9854651,pmcid
IKBKB,TSC1,0.952,PMC9854651,pmcid
IKBKB,IRS1,0.975,PMC9854651,pmcid
IKBKB,MTOR,0.759,PMC9854651,pmcid
IKBKB,IRAK1,0.965,PMC9854651,pmcid
IKBKB,XIAP,0.841,PMC9854651,pmcid
IKBKB,JUN,0.794,PMC9854651,pmcid
IKBKB,PTEN,0.909,PMC9854651,pmcid
IKBKB,UBE2D1,0.76,PMC9854651,pmcid
IKBKB,TLR4,0.971,PMC9854651,pmcid
IKBKB,TANK,0.788,PMC9854651,pmcid
IKBKB,RELA,0.998,PMC9854651,pmcid
IKBKB,TBC1D7,0.82,PMC9854651,pmcid
IKBKB,IRF3,0.872,PMC9854651,pmcid
IKBKB,IKBKG,0.999,PMC9854651,pmcid
IKBKB,TRAF6,0.999,PMC9854651,pmcid
IKBKG,TNFRSF1A,0.998,PMC9854651,pmcid
IKBKG,NFKBIA,0.999,PMC9854651,pmcid
IKBKG,NFKB1,0.982,PMC9854651,pmcid
IKBKG,SKP1,0.753,PMC9854651,pmcid
IKBKG,TICAM1,0.768,PMC9854651,pmcid
IKBKG,RIPK1,0.999,PMC9854651,pmcid
IKBKG,PEBP1,0.904,PMC9854651,pmcid
IKBKG,PIAS4,0.999,PMC9854651,pmcid
IKBKG,REL,0.974,PMC9854651,pmcid
IKBKG,TLR3,0.874,PMC9854651,pmcid
IKBKG,IRS1,0.892,PMC9854651,pmcid
IKBKG,TBK1,0.999,PMC9854651,pmcid
IKBKG,UBE2D3,0.954,PMC9854651,pmcid
IKBKG,IRAK1,0.999,PMC9854651,pmcid
IKBKG,XIAP,0.824,PMC9854651,pmcid
IKBKG,UBE2D1,0.818,PMC9854651,pmcid
IKBKG,TLR4,0.964,PMC9854651,pmcid
IKBKG,TANK,0.999,PMC9854651,pmcid
IKBKG,RELA,0.985,PMC9854651,pmcid
IKBKG,TRAF6,0.999,PMC9854651,pmcid
IKBKG,IRF3,0.93,PMC9854651,pmcid
IL12RB1,NFKBIA,0.915,PMC9854651,pmcid
IL12RB1,NFKB1,0.92,PMC9854651,pmcid
IL12RB1,IL2,0.833,PMC9854651,pmcid
IL12RB1,PIK3CA,0.9,PMC9854651,pmcid
IL12RB1,IL15,0.798,PMC9854651,pmcid
IL12RB1,IL23R,0.999,PMC9854651,pmcid
IL12RB1,LCK,0.926,PMC9854651,pmcid
IL12RB1,JAK2,0.995,PMC9854651,pmcid
IL12RB1,STAT4,0.976,PMC9854651,pmcid
IL12RB1,RELA,0.911,PMC9854651,pmcid
IL12RB1,PIK3R1,0.904,PMC9854651,pmcid
IL15,IL2RB,0.999,PMC9854651,pmcid
IL15,IL2,0.941,PMC9854651,pmcid
IL15,PRF1,0.768,PMC9854651,pmcid
IL15,IL23R,0.774,PMC9854651,pmcid
IL15,IL17A,0.835,PMC9854651,pmcid
IL15,IL2RA,0.94,PMC9854651,pmcid
IL15,IL2RG,0.995,PMC9854651,pmcid
IL17A,IL2,0.936,PMC9854651,pmcid
IL17A,TLR3,0.777,PMC9854651,pmcid
IL17A,IL17RA,0.999,PMC9854651,pmcid
IL17A,IL23R,0.817,PMC9854651,pmcid
IL17A,TNFSF11,0.716,PMC9854651,pmcid
IL17A,IRF4,0.716,PMC9854651,pmcid
IL17A,IL2RA,0.729,PMC9854651,pmcid
IL17A,TLR4,0.774,PMC9854651,pmcid
IL17A,PTPRC,0.775,PMC9854651,pmcid
IL17A,TRAF6,0.798,PMC9854651,pmcid
IL17A,POMC,0.925,PMC9854651,pmcid
IL17A,VEGFA,0.972,PMC9854651,pmcid
IL17RA,TRAF6,0.994,PMC9854651,pmcid
IL2,MAPK1,0.931,PMC9854651,pmcid
IL2,IL2RB,0.999,PMC9854651,pmcid
IL2,PDCD1,0.721,PMC9854651,pmcid
IL2,KITLG,0.737,PMC9854651,pmcid
IL2,VEGFA,0.753,PMC9854651,pmcid
IL2,PTPRC,0.804,PMC9854651,pmcid
IL2,JAK2,0.83,PMC9854651,pmcid
IL2,IL23R,0.831,PMC9854651,pmcid
IL2,PRF1,0.832,PMC9854651,pmcid
IL2,SOS1,0.914,PMC9854651,pmcid
IL2,PIK3CA,0.919,PMC9854651,pmcid
IL2,IRS1,0.92,PMC9854651,pmcid
IL2,PIK3R1,0.92,PMC9854651,pmcid
IL2,TERT,0.929,PMC9854651,pmcid
IL2,MAP2K1,0.934,PMC9854651,pmcid
IL2,NRAS,0.936,PMC9854651,pmcid
IL2,KRAS,0.944,PMC9854651,pmcid
IL2,PTPN11,0.947,PMC9854651,pmcid
IL2,MTOR,0.959,PMC9854651,pmcid
IL2,JUN,0.969,PMC9854651,pmcid
IL2,RELA,0.972,PMC9854651,pmcid
IL2,LCK,0.974,PMC9854651,pmcid
IL2,IL2RA,0.999,PMC9854651,pmcid
IL2,IL2RG,0.999,PMC9854651,pmcid
IL23R,NFKBIA,0.927,PMC9854651,pmcid
IL23R,NFKB1,0.92,PMC9854651,pmcid
IL23R,PIK3CA,0.9,PMC9854651,pmcid
IL23R,PIK3R1,0.9,PMC9854651,pmcid
IL23R,RELA,0.913,PMC9854651,pmcid
IL23R,STAT4,0.964,PMC9854651,pmcid
IL23R,JAK2,0.996,PMC9854651,pmcid
IL2RA,MAPK1,0.908,PMC9854651,pmcid
IL2RA,IL2RB,0.999,PMC9854651,pmcid
IL2RA,KRAS,0.915,PMC9854651,pmcid
IL2RA,PIK3CA,0.906,PMC9854651,pmcid
IL2RA,MAP2K1,0.907,PMC9854651,pmcid
IL2RA,IRS1,0.906,PMC9854651,pmcid
IL2RA,LCK,0.987,PMC9854651,pmcid
IL2RA,PTPN11,0.914,PMC9854651,pmcid
IL2RA,PTPN22,0.728,PMC9854651,pmcid
IL2RA,NRAS,0.908,PMC9854651,pmcid
IL2RA,IL2RG,0.998,PMC9854651,pmcid
IL2RA,PTPRC,0.752,PMC9854651,pmcid
IL2RA,JAK2,0.872,PMC9854651,pmcid
IL2RA,SOS1,0.906,PMC9854651,pmcid
IL2RA,PIK3R1,0.963,PMC9854651,pmcid
IL2RB,MAPK1,0.907,PMC9854651,pmcid
IL2RB,PTPN22,0.726,PMC9854651,pmcid
IL2RB,PTPRC,0.76,PMC9854651,pmcid
IL2RB,PRF1,0.855,PMC9854651,pmcid
IL2RB,IRS1,0.9,PMC9854651,pmcid
IL2RB,JAK2,0.9,PMC9854651,pmcid
IL2RB,SOS1,0.9,PMC9854651,pmcid
IL2RB,NRAS,0.902,PMC9854651,pmcid
IL2RB,MAP2K1,0.902,PMC9854651,pmcid
IL2RB,PIK3CA,0.907,PMC9854651,pmcid
IL2RB,KRAS,0.911,PMC9854651,pmcid
IL2RB,PTPN11,0.915,PMC9854651,pmcid
IL2RB,PIK3R1,0.945,PMC9854651,pmcid
IL2RB,LCK,0.986,PMC9854651,pmcid
IL2RB,IL2RG,0.999,PMC9854651,pmcid
IL2RG,MAPK1,0.906,PMC9854651,pmcid
IL2RG,KRAS,0.915,PMC9854651,pmcid
IL2RG,PIK3CA,0.908,PMC9854651,pmcid
IL2RG,MAP2K1,0.905,PMC9854651,pmcid
IL2RG,IRS1,0.907,PMC9854651,pmcid
IL2RG,LCK,0.949,PMC9854651,pmcid
IL2RG,PTPN11,0.92,PMC9854651,pmcid
IL2RG,NRAS,0.906,PMC9854651,pmcid
IL2RG,STAT4,0.719,PMC9854651,pmcid
IL2RG,PTPRC,0.784,PMC9854651,pmcid
IL2RG,SOS1,0.9,PMC9854651,pmcid
IL2RG,PIK3R1,0.909,PMC9854651,pmcid
IL2RG,JAK2,0.942,PMC9854651,pmcid
INSR,KITLG,0.829,PMC9854651,pmcid
INSR,PIK3CA,0.958,PMC9854651,pmcid
INSR,PTEN,0.763,PMC9854651,pmcid
INSR,PPP1CC,0.911,PMC9854651,pmcid
INSR,SOS1,0.928,PMC9854651,pmcid
INSR,PTPN11,0.988,PMC9854651,pmcid
INSR,PIK3R1,0.995,PMC9854651,pmcid
INSR,PTPN1,0.999,PMC9854651,pmcid
INSR,IRS1,0.999,PMC9854651,pmcid
IRAK1,TNFRSF1A,0.923,PMC9854651,pmcid
IRAK1,NFKBIA,0.985,PMC9854651,pmcid
IRAK1,NFKB1,0.959,PMC9854651,pmcid
IRAK1,TICAM1,0.927,PMC9854651,pmcid
IRAK1,REL,0.723,PMC9854651,pmcid
IRAK1,TLR3,0.979,PMC9854651,pmcid
