gene,supporting_layers,n_edge_bearing_layers,is_raghunath_enzyme_class_token,omim_disease_flag,omim_disease_names,omim_phenotype_class,massspec_detected_flag,massspec_a375_lfq,massspec_fm55_lfq,bajpai_hit_flag,bajpai_castle_effect,bajpai_q_value,bajpai_direction,bajpai_orphan_hit,citation,citation_source
UBE2D3,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
UBE2I,Reactome,1,False,False,,,True,390928.3333333333,443155.0,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
RALGDS,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TLR4,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TLR3,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
RARS1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
TEF,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
RHEB,DArcy_STRING,1,False,False,,,True,99942.0,86631.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TEN1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
RFXAP,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
RFX5,DArcy_STRING,1,False,False,,,True,119573.0,136071.66666666666,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TERF1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
REV1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
RET,GRN,1,False,False,,,False,,,False,,,,,PMID:11032856;PMID:12668617,pmid_or_database
RERE,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
RELA,DArcy_STRING,1,False,False,,,True,176820.0,166688.33333333334,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
REL,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TERF2,DArcy_STRING,1,False,False,,,True,77067.16666666667,35476.799999999996,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TERF2IP,DArcy_STRING,1,False,False,,,True,64232.666666666664,56771.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TFE3,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
TFEB,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
RBX1,DArcy_STRING,1,False,False,,,True,157565.0,187540.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
TFEC,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
TG,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
RASA1,DArcy_STRING,1,False,False,,,True,205423.33333333337,154876.66666666666,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ABCB6,STRING_ours,1,False,True,Dyschromatosis universalis hereditaria 3,Mixed,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
KMT2A,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
PKC,Raghunath,1,True,False,,,False,,,False,,,,False,HGNC:GG:3523,hgnc_gene_group
CEP57,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
CUL4A,DArcy_STRING,1,False,False,,,True,130142.0,123796.66666666669,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CUL3,DArcy_STRING,1,False,False,,,True,211015.0,179608.33333333334,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CUL2,DArcy_STRING,1,False,False,,,True,123293.33333333331,93369.16666666669,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CUL1,DArcy_STRING,1,False,False,,,True,211360.0,185976.66666666663,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CTNS,STRING_ours,1,False,True,Cystinosis,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
CTH,DArcy_STRING,1,False,False,,,True,27390.833333333332,30206.333333333332,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CSF1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
CPVL,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
COL18A1,STRING_ours,1,False,False,,,False,,,False,,,,,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
CNOT1,DArcy_STRING,1,False,False,,,True,170835.0,164326.66666666666,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CLNK,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
CHRNA9,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
CHEK2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CETN2,DArcy_STRING,1,False,False,,,True,120579.0,97659.5,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CEACAM1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
PINX1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CDT1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CDK7,DArcy_STRING,1,False,False,,,True,96660.33333333331,69908.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CDK6,DArcy_STRING,1,False,False,,,True,279968.3333333333,243488.33333333337,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CDK5RAP2,DArcy_STRING,1,False,False,,,True,22579.833333333332,14520.5,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CDH1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
CDC7,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CDC6,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CDC45,DArcy_STRING,1,False,False,,,True,15163.5,7216.166666666667,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CDC34,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CDC25B,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
CD86,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CD74,DArcy_STRING,1,False,False,,,True,58383.0,91175.16666666669,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CD28,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CD22,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CUL4B,DArcy_STRING,1,False,False,,,True,151073.41666666666,105599.75,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CUL5,DArcy_STRING,1,False,False,,,True,81439.16666666667,83686.83333333333,True,1.1,0.001137683,reduces_pigmentation,True,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CUL7,DArcy_STRING,1,False,False,,,True,44124.666666666664,43568.5,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CYFIP1,DArcy_STRING,1,False,False,,,True,349796.6666666667,309590.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EIF4E,DArcy_STRING,1,False,False,,,True,262793.3333333333,258070.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EIF3G,DArcy_STRING,1,False,False,,,True,405395.0,424130.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EIF3A,DArcy_STRING,1,False,False,,,True,568910.0,612275.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EIF2S3,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EIF2S1,DArcy_STRING,1,False,False,,,True,1111060.0,1266216.6666666667,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EIF2B5,DArcy_STRING,1,False,False,,,True,103255.5,100957.33333333331,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EIF2B3,DArcy_STRING,1,False,False,,,True,129473.66666666669,121990.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EIF2B1,DArcy_STRING,1,False,False,,,True,557403.3333333334,508718.3333333333,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EIF1,DArcy_STRING,1,False,False,,,True,391400.0,350341.6666666667,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EEF1E1,Reactome,1,False,False,,,True,306813.3333333333,311305.0,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
EDNRA,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
EDIL3,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
EDC3,DArcy_STRING,1,False,False,,,True,147181.66666666666,147666.33333333334,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
DYNLL1,DArcy_STRING,1,False,False,,,True,314698.3333333333,316078.3333333333,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
DSTYK,STRING_ours,1,False,True,Spastic paraplegia 23,Mixed,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
DPF3,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
DPF2,Reactome,1,False,False,,,True,68727.0,55249.333333333336,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
DPF1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
DNAJC12,STRING_ours,1,False,True,Phenylketonuria,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
DICER1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
DIAPH1,Reactome,1,False,False,,,True,490423.3333333333,405123.3333333333,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
DHX36,DArcy_STRING,1,False,False,,,True,131391.66666666666,107165.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
DEF8,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
DDB1,DArcy_STRING,1,False,False,,,True,346173.3333333333,339265.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
DCP2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
DCP1A,DArcy_STRING,1,False,False,,,True,80581.16666666667,88759.5,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
DCAF13,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
DARS1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
CYLD,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CCR6,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
CCNH,DArcy_STRING,1,False,False,,,True,42637.333333333336,25318.166666666668,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CCNB1,Reactome,1,False,False,,,True,57872.333333333336,39618.0,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ATP6V1B2,Reactome,1,False,False,,,True,150060.0,145216.66666666666,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ATP6V0E1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ATP6V0D1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ATP6V0C,Reactome,1,False,False,,,True,34076.666666666664,23057.11666666667,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ATP6V0B,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ATOX1,DArcy_STRING,1,False,False,,,True,152466.16666666666,135958.5,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ASAH1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ARRB2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ARID5B,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
ARID1B,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ARID1A,Reactome,1,False,False,,,True,67407.5,42764.833333333336,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
APITD1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
APH1A,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
AP3S1,DArcy_STRING,1,False,False,,,True,231563.33333333337,166673.33333333334,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
AP3M1,DArcy_STRING,1,False,False,,,True,175241.66666666666,188138.33333333337,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ALX3,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ALG11,STRING_ours,1,False,True,Wilson disease,Hyperpigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
AKT3,Reactome,1,False,False,,,True,120173.83333333331,143411.66666666666,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
AKT2,Reactome,1,False,False,,,True,143759.0,106355.5,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
AIMP2,Reactome,1,False,False,,,True,530428.3333333334,535630.0,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
AIMP1,Reactome,1,False,False,,,True,494133.3333333333,531710.0,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
AGO4,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
AGO3,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
AGO2,Reactome,1,False,False,,,True,40860.666666666664,60977.833333333336,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
AGO1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ADPRH,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
ADO,STRING_ours,1,False,True,Vogt-Koyanagi-Harada disease,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
ACTL6A,Reactome,1,False,False,,,True,193513.33333333337,146513.33333333334,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ACTB,Reactome,1,False,False,,,True,3655600.0,2371346.1666666665,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ABL1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ATP6V1A,Reactome,1,False,False,,,True,853873.3333333334,740423.3333333334,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
ATP6V1C1,Reactome,1,False,False,,,True,118518.33333333331,116470.5,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
CCNA2,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
ATP6V1E1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
CCL20,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CBSL,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CBS,STRING_ours,1,False,True,Homocystinuria,Hypopigmentation,True,8937.266666666666,2553.3166666666666,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
CBFA2T3,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
CASP1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CAND1,DArcy_STRING,1,False,False,,,True,1014548.3333333334,927735.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
CAB39,DArcy_STRING,1,False,False,,,True,156956.66666666666,137920.0,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
C1orf141,STRING_ours,1,False,False,,,False,,,False,,,,,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
C1QTNF6,STRING_ours,1,False,True,Vitiligo,Hypopigmentation,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
C1ORF86,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
C19ORF40,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
C17ORF70,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
C11orf74,STRING_ours,1,False,False,,,False,,,False,,,,,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
C11orf65,STRING_ours,1,False,False,,,False,,,False,,,,,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
C10ORF11,DArcy_STRING,1,False,False,,,False,,,True,1.6,0.000574266,reduces_pigmentation,True,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
BTRC,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
BOP1,DArcy_STRING,1,False,False,,,False,,,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
BNC2,STRING_ours,1,False,True,Dermal melanocytosis,Hyperpigmentation,False,,,True,1.4,0.003791254,reduces_pigmentation,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
BIVM,STRING_ours,1,False,True,"Xeroderma pigmentosum, group G|Xeroderma pigmentosum, variant type",Mixed,False,,,False,,,,False,STRING v12.0 (query_utc 2026-07-12T01:17:03.759858+00:00),database
BIRC7,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
BCL7C,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
BCL7B,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
BCL7A,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
BCL2A1,Reactome,1,False,False,,,False,,,False,,,,False,R-HSA-5662702|R-HSA-9730414|R-HSA-388601|R-HSA-5619036,accession
BCL10,DArcy_STRING,1,False,False,,,True,62909.5,47026.666666666664,False,,,,,"PMC9854651 (D'Arcy & Kiel 2023, Bioengineering 10(1):13, DOI:10.3390/bioengineering10010013)",pmcid
